Q core socket tempC time
QQQ 0 0 46 0.00
QQQ 1 0 42 0.00
QQQ 2 0 43 0.00
QQQ 3 0 38 0.00
QQQ 4 0 40 0.00
QQQ 5 0 37 0.00
QQQ 6 0 42 0.00
QQQ 7 0 45 0.00
QQQ 0 1 42 0.00
QQQ 1 1 35 0.00
QQQ 2 1 34 0.00
QQQ 3 1 38 0.00
QQQ 4 1 36 0.00
QQQ 5 1 31 0.00
QQQ 6 1 35 0.00
QQQ 7 1 28 0.00
QQQ 0 0 46 0.10
QQQ 1 0 43 0.10
QQQ 2 0 43 0.10
QQQ 3 0 38 0.10
QQQ 4 0 41 0.10
QQQ 5 0 37 0.10
QQQ 6 0 43 0.10
QQQ 7 0 45 0.10
QQQ 0 1 41 0.10
QQQ 1 1 36 0.10
QQQ 2 1 33 0.10
QQQ 3 1 37 0.10
QQQ 4 1 35 0.10
QQQ 5 1 31 0.10
QQQ 6 1 35 0.10
QQQ 7 1 27 0.10
QQQ 0 0 46 0.20
QQQ 1 0 42 0.20
QQQ 2 0 44 0.20
QQQ 3 0 37 0.20
QQQ 4 0 40 0.20
QQQ 5 0 36 0.20
QQQ 6 0 42 0.20
QQQ 7 0 46 0.20
QQQ 0 1 40 0.20
QQQ 1 1 35 0.20
QQQ 2 1 33 0.20
QQQ 3 1 39 0.20
QQQ 4 1 35 0.20
QQQ 5 1 31 0.20
QQQ 6 1 34 0.20
QQQ 7 1 27 0.20
QQQ 0 0 46 0.30
QQQ 1 0 43 0.30
QQQ 2 0 44 0.30
QQQ 3 0 38 0.30
QQQ 4 0 40 0.30
QQQ 5 0 37 0.30
QQQ 6 0 42 0.30
QQQ 7 0 46 0.30
QQQ 0 1 41 0.30
QQQ 1 1 36 0.30
QQQ 2 1 33 0.30
QQQ 3 1 37 0.30
QQQ 4 1 35 0.30
QQQ 5 1 32 0.30
QQQ 6 1 35 0.30
QQQ 7 1 27 0.30
QQQ 0 0 46 0.40
QQQ 1 0 42 0.40
QQQ 2 0 44 0.40
QQQ 3 0 38 0.40
QQQ 4 0 40 0.40
QQQ 5 0 37 0.40
QQQ 6 0 42 0.40
QQQ 7 0 46 0.40
QQQ 0 1 42 0.40
QQQ 1 1 36 0.40
QQQ 2 1 33 0.40
QQQ 3 1 39 0.40
QQQ 4 1 35 0.40
QQQ 5 1 31 0.40
QQQ 6 1 34 0.40
QQQ 7 1 27 0.40
QQQ 0 0 46 0.50
QQQ 1 0 42 0.50
QQQ 2 0 43 0.50
QQQ 3 0 38 0.50
QQQ 4 0 40 0.50
QQQ 5 0 37 0.50
QQQ 6 0 43 0.50
QQQ 7 0 45 0.50
QQQ 0 1 41 0.50
QQQ 1 1 35 0.50
QQQ 2 1 33 0.50
QQQ 3 1 38 0.50
QQQ 4 1 36 0.50
QQQ 5 1 33 0.50
QQQ 6 1 35 0.50
QQQ 7 1 28 0.50
QQQ 0 0 46 0.60
QQQ 1 0 42 0.60
QQQ 2 0 43 0.60
QQQ 3 0 39 0.60
QQQ 4 0 41 0.60
QQQ 5 0 36 0.60
QQQ 6 0 43 0.60
QQQ 7 0 45 0.60
QQQ 0 1 41 0.60
QQQ 1 1 36 0.60
QQQ 2 1 33 0.60
QQQ 3 1 38 0.60
QQQ 4 1 36 0.60
QQQ 5 1 32 0.60
QQQ 6 1 35 0.60
QQQ 7 1 27 0.60
QQQ 0 0 47 0.70
QQQ 1 0 42 0.70
QQQ 2 0 44 0.70
QQQ 3 0 38 0.70
QQQ 4 0 40 0.70
QQQ 5 0 36 0.70
QQQ 6 0 43 0.70
QQQ 7 0 46 0.70
QQQ 0 1 42 0.70
QQQ 1 1 36 0.70
QQQ 2 1 34 0.70
QQQ 3 1 38 0.70
QQQ 4 1 36 0.70
QQQ 5 1 32 0.70
QQQ 6 1 35 0.70
QQQ 7 1 27 0.70
QQQ 0 0 46 0.80
QQQ 1 0 42 0.80
QQQ 2 0 44 0.80
QQQ 3 0 38 0.80
QQQ 4 0 40 0.80
QQQ 5 0 37 0.80
QQQ 6 0 43 0.80
QQQ 7 0 46 0.80
QQQ 0 1 41 0.80
QQQ 1 1 36 0.80
QQQ 2 1 33 0.80
