Q core socket tempC time pkg_watts dram_watts
QQQ 5 0 33 53.20 NA NA 
QQQ 6 0 38 53.20 NA NA 
QQQ 7 0 42 53.20 NA NA 
QQQ 0 1 30 53.20 NA NA 
QQQ 1 1 30 53.20 NA NA 
QQQ 2 1 27 53.20 NA NA 
QQQ 3 1 32 53.20 NA NA 
QQQ 4 1 30 53.20 NA NA 
QQQ 5 1 25 53.20 NA NA 
QQQ 6 1 29 53.20 NA NA 
QQQ 7 1 21 53.20 NA NA 
QQQ 0 0 42 53.30 NA NA 
QQQ 1 0 38 53.30 NA NA 
QQQ 2 0 41 53.30 NA NA 
QQQ 3 0 35 53.30 NA NA 
QQQ 4 0 36 53.30 NA NA 
QQQ 5 0 32 53.30 NA NA 
QQQ 6 0 37 53.30 NA NA 
QQQ 7 0 42 53.30 NA NA 
QQQ 0 1 30 53.30 NA NA 
QQQ 1 1 30 53.30 NA NA 
QQQ 2 1 27 53.30 NA NA 
QQQ 3 1 33 53.30 NA NA 
QQQ 4 1 31 53.30 NA NA 
QQQ 5 1 24 53.30 NA NA 
QQQ 6 1 29 53.30 NA NA 
QQQ 7 1 21 53.30 NA NA 
QQQ 0 0 42 53.40 NA NA 
QQQ 1 0 38 53.40 NA NA 
QQQ 2 0 40 53.40 NA NA 
QQQ 3 0 35 53.40 NA NA 
QQQ 4 0 36 53.40 NA NA 
QQQ 5 0 32 53.40 NA NA 
QQQ 6 0 39 53.40 NA NA 
QQQ 7 0 42 53.40 NA NA 
QQQ 0 1 30 53.40 NA NA 
QQQ 1 1 30 53.40 NA NA 
QQQ 2 1 27 53.40 NA NA 
QQQ 3 1 31 53.40 NA NA 
QQQ 4 1 30 53.40 NA NA 
QQQ 5 1 24 53.40 NA NA 
QQQ 6 1 29 53.40 NA NA 
QQQ 7 1 22 53.40 NA NA 
QQQ 0 0 42 53.50 NA NA 
QQQ 1 0 38 53.50 NA NA 
QQQ 2 0 40 53.50 NA NA 
QQQ 3 0 35 53.50 NA NA 
QQQ 4 0 36 53.50 NA NA 
QQQ 5 0 32 53.50 NA NA 
QQQ 6 0 38 53.50 NA NA 
QQQ 7 0 42 53.50 NA NA 
QQQ 0 1 30 53.50 NA NA 
QQQ 1 1 30 53.50 NA NA 
QQQ 2 1 27 53.50 NA NA 
QQQ 3 1 32 53.50 NA NA 
QQQ 4 1 30 53.50 NA NA 
QQQ 5 1 24 53.50 NA NA 
QQQ 6 1 29 53.50 NA NA 
QQQ 7 1 21 53.50 NA NA 
QQQ 0 0 41 53.60 NA NA 
QQQ 1 0 38 53.60 NA NA 
QQQ 2 0 40 53.60 NA NA 
QQQ 3 0 35 53.60 NA NA 
QQQ 4 0 36 53.60 NA NA 
QQQ 5 0 32 53.60 NA NA 
QQQ 6 0 37 53.60 NA NA 
QQQ 7 0 42 53.60 NA NA 
QQQ 0 1 30 53.60 NA NA 
QQQ 1 1 29 53.60 NA NA 
QQQ 2 1 27 53.60 NA NA 
QQQ 3 1 32 53.60 NA NA 
QQQ 4 1 30 53.60 NA NA 
QQQ 5 1 25 53.60 NA NA 
QQQ 6 1 29 53.60 NA NA 
QQQ 7 1 20 53.60 NA NA 
QQQ 0 0 42 53.70 NA NA 
QQQ 1 0 38 53.70 NA NA 
QQQ 2 0 40 53.70 NA NA 
QQQ 3 0 35 53.70 NA NA 
QQQ 4 0 35 53.70 NA NA 
QQQ 5 0 32 53.70 NA NA 
QQQ 6 0 38 53.70 NA NA 
QQQ 7 0 42 53.70 NA NA 
QQQ 0 1 30 53.70 NA NA 
QQQ 1 1 30 53.70 NA NA 
QQQ 2 1 27 53.70 NA NA 
QQQ 3 1 32 53.70 NA NA 
QQQ 4 1 30 53.70 NA NA 
QQQ 5 1 24 53.70 NA NA 
QQQ 6 1 29 53.70 NA NA 
QQQ 7 1 22 53.70 NA NA 
QQQ 0 0 41 53.80 NA NA 
QQQ 1 0 39 53.80 NA NA 
QQQ 2 0 41 53.80 NA NA 
QQQ 3 0 34 53.80 NA NA 
QQQ 4 0 35 53.80 NA NA 
QQQ 5 0 32 53.80 NA NA 
QQQ 6 0 38 53.80 NA NA 
QQQ 7 0 43 53.80 NA NA 
QQQ 0 1 30 53.80 NA NA 
QQQ 1 1 30 53.80 NA NA 
QQQ 2 1 27 53.80 NA NA 
QQQ 3 1 32 53.80 NA NA 
QQQ 4 1 30 53.80 NA NA 
QQQ 5 1 25 53.80 NA NA 
QQQ 6 1 29 53.80 NA NA 
QQQ 7 1 22 53.80 NA NA 
QQQ 0 0 42 53.90 NA NA 
QQQ 1 0 39 53.90 NA NA 
QQQ 2 0 41 53.90 NA NA 
QQQ 3 0 35 53.90 NA NA 
QQQ 4 0 36 53.90 NA NA 
QQQ 5 0 32 53.90 NA NA 
QQQ 6 0 38 53.90 NA NA 
QQQ 7 0 42 53.90 NA NA 
QQQ 0 1 30 53.90 NA NA 
QQQ 1 1 30 53.90 NA NA 
QQQ 2 1 27 53.90 NA NA 
QQQ 3 1 33 53.90 NA NA 
QQQ 4 1 31 53.90 NA NA 
QQQ 5 1 25 53.90 NA NA 
QQQ 6 1 29 53.90 NA NA 
QQQ 7 1 22 53.90 NA NA 
QQQ 0 0 42 54.00 NA NA 
QQQ 1 0 39 54.00 NA NA 
QQQ 2 0 40 54.00 NA NA 
QQQ 3 0 35 54.00 NA NA 
QQQ 4 0 36 54.00 NA NA 
QQQ 5 0 33 54.00 NA NA 
QQQ 6 0 37 54.00 NA NA 
QQQ 7 0 42 54.00 NA NA 
QQQ 0 1 30 54.00 NA NA 
QQQ 1 1 30 54.00 NA NA 
QQQ 2 1 27 54.00 NA NA 
QQQ 3 1 32 54.00 NA NA 
QQQ 4 1 31 54.00 NA NA 
QQQ 5 1 25 54.00 NA NA 
QQQ 6 1 29 54.00 NA NA 
QQQ 7 1 21 54.00 NA NA 
QQQ 0 0 42 54.10 NA NA 
QQQ 1 0 38 54.10 NA NA 
QQQ 2 0 41 54.10 NA NA 
QQQ 3 0 35 54.10 NA NA 
QQQ 4 0 35 54.10 NA NA 
QQQ 5 0 32 54.10 NA NA 
QQQ 6 0 38 54.10 NA NA 
QQQ 7 0 42 54.11 NA NA 
QQQ 0 1 30 54.11 NA NA 
QQQ 1 1 29 54.11 NA NA 
QQQ 2 1 27 54.11 NA NA 
QQQ 3 1 32 54.11 NA NA 
QQQ 4 1 31 54.11 NA NA 
QQQ 5 1 24 54.11 NA NA 
QQQ 6 1 29 54.11 NA NA 
QQQ 7 1 21 54.11 NA NA 
QQQ 0 0 41 54.21 NA NA 
QQQ 1 0 38 54.21 NA NA 
QQQ 2 0 40 54.21 NA NA 
QQQ 3 0 35 54.21 NA NA 
QQQ 4 0 36 54.21 NA NA 
QQQ 5 0 33 54.21 NA NA 
QQQ 6 0 37 54.21 NA NA 
QQQ 7 0 43 54.21 NA NA 
QQQ 0 1 30 54.21 NA NA 
QQQ 1 1 30 54.21 NA NA 
QQQ 2 1 27 54.21 NA NA 
QQQ 3 1 32 54.21 NA NA 
QQQ 4 1 30 54.21 NA NA 
QQQ 5 1 25 54.21 NA NA 
QQQ 6 1 28 54.21 NA NA 
QQQ 7 1 22 54.21 NA NA 
QQQ 0 0 41 54.31 NA NA 
QQQ 1 0 38 54.31 NA NA 
QQQ 2 0 41 54.31 NA NA 
QQQ 3 0 35 54.31 NA NA 
QQQ 4 0 36 54.31 NA NA 
QQQ 5 0 33 54.31 NA NA 
QQQ 6 0 38 54.31 NA NA 
QQQ 7 0 43 54.31 NA NA 
QQQ 0 1 30 54.31 NA NA 
QQQ 1 1 30 54.31 NA NA 
QQQ 2 1 26 54.31 NA NA 
QQQ 3 1 32 54.31 NA NA 
QQQ 4 1 31 54.31 NA NA 
QQQ 5 1 25 54.31 NA NA 
QQQ 6 1 29 54.31 NA NA 
QQQ 7 1 21 54.31 NA NA 
QQQ 0 0 41 54.41 NA NA 
QQQ 1 0 38 54.41 NA NA 
QQQ 2 0 41 54.41 NA NA 
QQQ 3 0 35 54.41 NA NA 
QQQ 4 0 36 54.41 NA NA 
QQQ 5 0 32 54.41 NA NA 
QQQ 6 0 38 54.41 NA NA 
QQQ 7 0 43 54.41 NA NA 
QQQ 0 1 30 54.41 NA NA 
QQQ 1 1 29 54.41 NA NA 
QQQ 2 1 27 54.41 NA NA 
QQQ 3 1 33 54.41 NA NA 
QQQ 4 1 31 54.41 NA NA 
QQQ 5 1 25 54.41 NA NA 
QQQ 6 1 29 54.41 NA NA 
QQQ 7 1 23 54.41 NA NA 
QQQ 0 0 41 54.51 NA NA 
QQQ 1 0 38 54.51 NA NA 
QQQ 2 0 41 54.51 NA NA 
QQQ 3 0 35 54.51 NA NA 
QQQ 4 0 36 54.51 NA NA 
QQQ 5 0 33 54.51 NA NA 
QQQ 6 0 37 54.51 NA NA 
QQQ 7 0 43 54.51 NA NA 
QQQ 0 1 30 54.51 NA NA 
QQQ 1 1 29 54.51 NA NA 
QQQ 2 1 27 54.51 NA NA 
QQQ 3 1 33 54.51 NA NA 
QQQ 4 1 31 54.51 NA NA 
QQQ 5 1 25 54.51 NA NA 
QQQ 6 1 28 54.51 NA NA 
QQQ 7 1 21 54.51 NA NA 
QQQ 0 0 41 54.61 NA NA 
QQQ 1 0 38 54.61 NA NA 
QQQ 2 0 40 54.61 NA NA 
QQQ 3 0 34 54.61 NA NA 
QQQ 4 0 36 54.61 NA NA 
QQQ 5 0 32 54.61 NA NA 
QQQ 6 0 38 54.61 NA NA 
QQQ 7 0 42 54.61 NA NA 
QQQ 0 1 30 54.61 NA NA 
QQQ 1 1 30 54.61 NA NA 
QQQ 2 1 27 54.61 NA NA 
QQQ 3 1 33 54.61 NA NA 
QQQ 4 1 30 54.61 NA NA 
QQQ 5 1 24 54.61 NA NA 
QQQ 6 1 29 54.61 NA NA 
QQQ 7 1 22 54.61 NA NA 
QQQ 0 0 42 54.71 NA NA 
QQQ 1 0 38 54.71 NA NA 
QQQ 2 0 40 54.71 NA NA 
QQQ 3 0 34 54.71 NA NA 
QQQ 4 0 36 54.71 NA NA 
QQQ 5 0 32 54.71 NA NA 
QQQ 6 0 38 54.71 NA NA 
QQQ 7 0 42 54.71 NA NA 
QQQ 0 1 30 54.71 NA NA 
QQQ 1 1 31 54.71 NA NA 
QQQ 2 1 26 54.71 NA NA 
QQQ 3 1 33 54.71 NA NA 
QQQ 4 1 31 54.71 NA NA 
QQQ 5 1 24 54.71 NA NA 
QQQ 6 1 29 54.71 NA NA 
QQQ 7 1 23 54.71 NA NA 
QQQ 0 0 41 54.81 NA NA 
QQQ 1 0 38 54.81 NA NA 
QQQ 2 0 41 54.81 NA NA 
QQQ 3 0 35 54.81 NA NA 
QQQ 4 0 36 54.81 NA NA 
QQQ 5 0 33 54.81 NA NA 
QQQ 6 0 38 54.81 NA NA 
QQQ 7 0 42 54.81 NA NA 
QQQ 0 1 30 54.81 NA NA 
QQQ 1 1 30 54.81 NA NA 
QQQ 2 1 27 54.81 NA NA 
QQQ 3 1 32 54.81 NA NA 
QQQ 4 1 30 54.81 NA NA 
QQQ 5 1 25 54.81 NA NA 
QQQ 6 1 29 54.81 NA NA 
QQQ 7 1 23 54.81 NA NA 
QQQ 0 0 42 54.91 NA NA 
QQQ 1 0 38 54.91 NA NA 
QQQ 2 0 41 54.91 NA NA 
QQQ 3 0 35 54.91 NA NA 
QQQ 4 0 36 54.91 NA NA 
QQQ 5 0 32 54.91 NA NA 
QQQ 6 0 38 54.91 NA NA 
QQQ 7 0 42 54.91 NA NA 
QQQ 0 1 30 54.91 NA NA 
QQQ 1 1 29 54.91 NA NA 
QQQ 2 1 27 54.91 NA NA 
QQQ 3 1 32 54.91 NA NA 
QQQ 4 1 31 54.91 NA NA 
QQQ 5 1 25 54.91 NA NA 
QQQ 6 1 30 54.91 NA NA 
QQQ 7 1 22 54.91 NA NA 
QQQ 0 0 41 55.01 NA NA 
QQQ 1 0 38 55.01 NA NA 
QQQ 2 0 41 55.01 NA NA 
QQQ 3 0 34 55.01 NA NA 
QQQ 4 0 36 55.01 NA NA 
QQQ 5 0 33 55.01 NA NA 
QQQ 6 0 38 55.01 NA NA 
QQQ 7 0 42 55.01 NA NA 
QQQ 0 1 30 55.01 NA NA 
QQQ 1 1 30 55.01 NA NA 
QQQ 2 1 27 55.01 NA NA 
QQQ 3 1 32 55.01 NA NA 
QQQ 4 1 30 55.01 NA NA 
QQQ 5 1 25 55.01 NA NA 
QQQ 6 1 29 55.01 NA NA 
QQQ 7 1 22 55.01 NA NA 
QQQ 0 0 41 55.11 NA NA 
QQQ 1 0 38 55.11 NA NA 
QQQ 2 0 40 55.11 NA NA 
QQQ 3 0 35 55.11 NA NA 
QQQ 4 0 35 55.11 NA NA 
QQQ 5 0 32 55.11 NA NA 
QQQ 6 0 38 55.11 NA NA 
QQQ 7 0 42 55.11 NA NA 
QQQ 0 1 30 55.11 NA NA 
QQQ 1 1 30 55.11 NA NA 
QQQ 2 1 28 55.11 NA NA 
QQQ 3 1 32 55.11 NA NA 
QQQ 4 1 31 55.11 NA NA 
QQQ 5 1 25 55.11 NA NA 
QQQ 6 1 29 55.11 NA NA 
QQQ 7 1 22 55.11 NA NA 
QQQ 0 0 41 55.21 NA NA 
QQQ 1 0 38 55.21 NA NA 
QQQ 2 0 41 55.21 NA NA 
QQQ 3 0 36 55.21 NA NA 
QQQ 4 0 35 55.21 NA NA 
QQQ 5 0 33 55.21 NA NA 
QQQ 6 0 38 55.21 NA NA 
QQQ 7 0 42 55.21 NA NA 
QQQ 0 1 30 55.21 NA NA 
QQQ 1 1 30 55.21 NA NA 
QQQ 2 1 28 55.21 NA NA 
QQQ 3 1 32 55.21 NA NA 
QQQ 4 1 30 55.21 NA NA 
QQQ 5 1 24 55.21 NA NA 
QQQ 6 1 29 55.21 NA NA 
QQQ 7 1 22 55.21 NA NA 
QQQ 0 0 42 55.31 NA NA 
QQQ 1 0 38 55.31 NA NA 
QQQ 2 0 41 55.31 NA NA 
QQQ 3 0 35 55.31 NA NA 
QQQ 4 0 35 55.31 NA NA 
QQQ 5 0 32 55.31 NA NA 
QQQ 6 0 38 55.31 NA NA 
QQQ 7 0 43 55.31 NA NA 
QQQ 0 1 30 55.31 NA NA 
QQQ 1 1 30 55.31 NA NA 
QQQ 2 1 26 55.31 NA NA 
QQQ 3 1 32 55.31 NA NA 
QQQ 4 1 30 55.31 NA NA 
QQQ 5 1 24 55.31 NA NA 
QQQ 6 1 29 55.31 NA NA 
QQQ 7 1 22 55.31 NA NA 
QQQ 0 0 41 55.41 NA NA 
QQQ 1 0 38 55.41 NA NA 
QQQ 2 0 42 55.41 NA NA 
QQQ 3 0 35 55.41 NA NA 
QQQ 4 0 36 55.41 NA NA 
QQQ 5 0 32 55.41 NA NA 
QQQ 6 0 38 55.41 NA NA 
QQQ 7 0 42 55.41 NA NA 
QQQ 0 1 30 55.41 NA NA 
QQQ 1 1 31 55.41 NA NA 
QQQ 2 1 27 55.42 NA NA 
QQQ 3 1 31 55.42 NA NA 
QQQ 4 1 29 55.42 NA NA 
QQQ 5 1 24 55.42 NA NA 
QQQ 6 1 29 55.42 NA NA 
QQQ 7 1 22 55.42 NA NA 
QQQ 0 0 42 55.52 NA NA 
QQQ 1 0 38 55.52 NA NA 
QQQ 2 0 41 55.52 NA NA 
QQQ 3 0 35 55.52 NA NA 
QQQ 4 0 36 55.52 NA NA 
QQQ 5 0 32 55.52 NA NA 
QQQ 6 0 37 55.52 NA NA 
QQQ 7 0 43 55.52 NA NA 
QQQ 0 1 30 55.52 NA NA 
QQQ 1 1 31 55.52 NA NA 
QQQ 2 1 27 55.52 NA NA 
QQQ 3 1 32 55.52 NA NA 
QQQ 4 1 31 55.52 NA NA 
QQQ 5 1 24 55.52 NA NA 
QQQ 6 1 29 55.52 NA NA 
QQQ 7 1 22 55.52 NA NA 
QQQ 0 0 41 55.62 NA NA 
QQQ 1 0 39 55.62 NA NA 
QQQ 2 0 40 55.62 NA NA 
QQQ 3 0 35 55.62 NA NA 
QQQ 4 0 36 55.62 NA NA 
QQQ 5 0 33 55.62 NA NA 
QQQ 6 0 38 55.62 NA NA 
QQQ 7 0 42 55.62 NA NA 
QQQ 0 1 30 55.62 NA NA 
QQQ 1 1 30 55.62 NA NA 
QQQ 2 1 26 55.62 NA NA 
QQQ 3 1 32 55.62 NA NA 
QQQ 4 1 29 55.62 NA NA 
QQQ 5 1 25 55.62 NA NA 
QQQ 6 1 28 55.62 NA NA 
QQQ 7 1 22 55.62 NA NA 
QQQ 0 0 41 55.72 NA NA 
QQQ 1 0 38 55.72 NA NA 
QQQ 2 0 41 55.72 NA NA 
QQQ 3 0 35 55.72 NA NA 
QQQ 4 0 35 55.72 NA NA 
QQQ 5 0 32 55.72 NA NA 
QQQ 6 0 39 55.72 NA NA 
QQQ 7 0 43 55.72 NA NA 
QQQ 0 1 30 55.72 NA NA 
QQQ 1 1 30 55.72 NA NA 
QQQ 2 1 27 55.72 NA NA 
QQQ 3 1 31 55.72 NA NA 
QQQ 4 1 30 55.72 NA NA 
QQQ 5 1 25 55.72 NA NA 
QQQ 6 1 29 55.72 NA NA 
QQQ 7 1 22 55.72 NA NA 
QQQ 0 0 42 55.82 NA NA 
QQQ 1 0 39 55.82 NA NA 
QQQ 2 0 41 55.82 NA NA 
QQQ 3 0 35 55.82 NA NA 
QQQ 4 0 36 55.82 NA NA 
QQQ 5 0 33 55.82 NA NA 
QQQ 6 0 38 55.82 NA NA 
QQQ 7 0 42 55.82 NA NA 
QQQ 0 1 31 55.82 NA NA 
QQQ 1 1 30 55.82 NA NA 
QQQ 2 1 26 55.82 NA NA 
QQQ 3 1 31 55.82 NA NA 
QQQ 4 1 30 55.82 NA NA 
QQQ 5 1 24 55.82 NA NA 
QQQ 6 1 28 55.82 NA NA 
QQQ 7 1 22 55.82 NA NA 
QQQ 0 0 41 55.92 NA NA 
QQQ 1 0 39 55.92 NA NA 
QQQ 2 0 40 55.92 NA NA 
QQQ 3 0 35 55.92 NA NA 
QQQ 4 0 36 55.92 NA NA 
QQQ 5 0 33 55.92 NA NA 
QQQ 6 0 38 55.92 NA NA 
QQQ 7 0 42 55.92 NA NA 
QQQ 0 1 31 55.92 NA NA 
QQQ 1 1 30 55.92 NA NA 
QQQ 2 1 27 55.92 NA NA 
QQQ 3 1 32 55.92 NA NA 
QQQ 4 1 31 55.92 NA NA 
QQQ 5 1 24 55.92 NA NA 
QQQ 6 1 29 55.92 NA NA 
QQQ 7 1 22 55.92 NA NA 
QQQ 0 0 41 56.02 NA NA 
QQQ 1 0 38 56.02 NA NA 
QQQ 2 0 41 56.02 NA NA 
QQQ 3 0 35 56.02 NA NA 
QQQ 4 0 36 56.02 NA NA 
QQQ 5 0 32 56.02 NA NA 
QQQ 6 0 37 56.02 NA NA 
QQQ 7 0 43 56.02 NA NA 
QQQ 0 1 30 56.02 NA NA 
QQQ 1 1 30 56.02 NA NA 
QQQ 2 1 26 56.02 NA NA 
QQQ 3 1 32 56.02 NA NA 
QQQ 4 1 30 56.02 NA NA 
QQQ 5 1 25 56.02 NA NA 
QQQ 6 1 30 56.02 NA NA 
QQQ 7 1 21 56.02 NA NA 
QQQ 0 0 41 56.12 NA NA 
QQQ 1 0 38 56.12 NA NA 
QQQ 2 0 41 56.12 NA NA 
QQQ 3 0 35 56.12 NA NA 
QQQ 4 0 36 56.12 NA NA 
QQQ 5 0 32 56.12 NA NA 
QQQ 6 0 38 56.12 NA NA 
QQQ 7 0 42 56.12 NA NA 
QQQ 0 1 30 56.12 NA NA 
QQQ 1 1 30 56.12 NA NA 
QQQ 2 1 27 56.12 NA NA 
QQQ 3 1 32 56.12 NA NA 
QQQ 4 1 30 56.12 NA NA 
QQQ 5 1 24 56.12 NA NA 
QQQ 6 1 29 56.12 NA NA 
QQQ 7 1 22 56.12 NA NA 
QQQ 0 0 41 56.22 NA NA 
QQQ 1 0 39 56.22 NA NA 
QQQ 2 0 41 56.22 NA NA 
QQQ 3 0 35 56.22 NA NA 
QQQ 4 0 36 56.22 NA NA 
QQQ 5 0 33 56.22 NA NA 
QQQ 6 0 38 56.22 NA NA 
QQQ 7 0 42 56.22 NA NA 
QQQ 0 1 30 56.22 NA NA 
QQQ 1 1 29 56.22 NA NA 
QQQ 2 1 27 56.22 NA NA 
QQQ 3 1 33 56.22 NA NA 
QQQ 4 1 30 56.22 NA NA 
QQQ 5 1 25 56.22 NA NA 
QQQ 6 1 29 56.22 NA NA 
QQQ 7 1 21 56.22 NA NA 
QQQ 0 0 41 56.32 NA NA 
QQQ 1 0 38 56.32 NA NA 
QQQ 2 0 40 56.32 NA NA 
QQQ 3 0 35 56.32 NA NA 
QQQ 4 0 36 56.32 NA NA 
QQQ 5 0 33 56.32 NA NA 
QQQ 6 0 38 56.32 NA NA 
QQQ 7 0 43 56.32 NA NA 
QQQ 0 1 30 56.32 NA NA 
QQQ 1 1 30 56.32 NA NA 
QQQ 2 1 26 56.32 NA NA 
QQQ 3 1 32 56.32 NA NA 
QQQ 4 1 30 56.32 NA NA 
QQQ 5 1 25 56.32 NA NA 
QQQ 6 1 29 56.32 NA NA 
QQQ 7 1 22 56.32 NA NA 
QQQ 0 0 42 56.42 NA NA 
QQQ 1 0 39 56.42 NA NA 
QQQ 2 0 41 56.42 NA NA 
QQQ 3 0 35 56.42 NA NA 
QQQ 4 0 37 56.42 NA NA 
QQQ 5 0 33 56.42 NA NA 
QQQ 6 0 38 56.42 NA NA 
QQQ 7 0 43 56.42 NA NA 
QQQ 0 1 30 56.42 NA NA 
QQQ 1 1 30 56.42 NA NA 
QQQ 2 1 27 56.42 NA NA 
QQQ 3 1 32 56.42 NA NA 
QQQ 4 1 30 56.42 NA NA 
QQQ 5 1 24 56.42 NA NA 
QQQ 6 1 29 56.42 NA NA 
QQQ 7 1 22 56.42 NA NA 
QQQ 0 0 42 56.52 NA NA 
QQQ 1 0 38 56.52 NA NA 
QQQ 2 0 40 56.52 NA NA 
QQQ 3 0 35 56.52 NA NA 
QQQ 4 0 36 56.52 NA NA 
QQQ 5 0 32 56.52 NA NA 
QQQ 6 0 38 56.52 NA NA 
QQQ 7 0 43 56.52 NA NA 
QQQ 0 1 30 56.52 NA NA 
QQQ 1 1 30 56.52 NA NA 
QQQ 2 1 27 56.52 NA NA 
QQQ 3 1 32 56.52 NA NA 
QQQ 4 1 30 56.52 NA NA 
QQQ 5 1 24 56.52 NA NA 
QQQ 6 1 28 56.52 NA NA 
QQQ 7 1 22 56.52 NA NA 
QQQ 0 0 42 56.62 NA NA 
QQQ 1 0 38 56.62 NA NA 
QQQ 2 0 41 56.62 NA NA 
QQQ 3 0 35 56.62 NA NA 
QQQ 4 0 36 56.62 NA NA 
QQQ 5 0 32 56.62 NA NA 
QQQ 6 0 38 56.62 NA NA 
QQQ 7 0 42 56.62 NA NA 
QQQ 0 1 30 56.62 NA NA 
QQQ 1 1 31 56.62 NA NA 
QQQ 2 1 27 56.62 NA NA 
QQQ 3 1 31 56.62 NA NA 
QQQ 4 1 30 56.62 NA NA 
QQQ 5 1 25 56.62 NA NA 
QQQ 6 1 28 56.62 NA NA 
QQQ 7 1 21 56.62 NA NA 
QQQ 0 0 41 56.72 NA NA 
QQQ 1 0 38 56.72 NA NA 
QQQ 2 0 40 56.72 NA NA 
QQQ 3 0 35 56.72 NA NA 
QQQ 4 0 36 56.72 NA NA 
QQQ 5 0 32 56.72 NA NA 
QQQ 6 0 38 56.72 NA NA 
QQQ 7 0 43 56.72 NA NA 
QQQ 0 1 30 56.72 NA NA 
QQQ 1 1 30 56.72 NA NA 
QQQ 2 1 27 56.72 NA NA 
QQQ 3 1 32 56.72 NA NA 
QQQ 4 1 31 56.73 NA NA 
QQQ 5 1 24 56.73 NA NA 
QQQ 6 1 28 56.73 NA NA 
QQQ 7 1 22 56.73 NA NA 
QQQ 0 0 42 56.83 NA NA 
QQQ 1 0 38 56.83 NA NA 
QQQ 2 0 41 56.83 NA NA 
QQQ 3 0 35 56.83 NA NA 
QQQ 4 0 36 56.83 NA NA 
QQQ 5 0 32 56.83 NA NA 
QQQ 6 0 38 56.83 NA NA 
QQQ 7 0 42 56.83 NA NA 
QQQ 0 1 30 56.83 NA NA 
QQQ 1 1 30 56.83 NA NA 
QQQ 2 1 27 56.83 NA NA 
QQQ 3 1 32 56.83 NA NA 
QQQ 4 1 30 56.83 NA NA 
QQQ 5 1 24 56.83 NA NA 
QQQ 6 1 28 56.83 NA NA 
QQQ 7 1 21 56.83 NA NA 
QQQ 0 0 41 56.93 NA NA 
QQQ 1 0 38 56.93 NA NA 
QQQ 2 0 40 56.93 NA NA 
QQQ 3 0 34 56.93 NA NA 
QQQ 4 0 36 56.93 NA NA 
QQQ 5 0 33 56.93 NA NA 
QQQ 6 0 38 56.93 NA NA 
QQQ 7 0 42 56.93 NA NA 
QQQ 0 1 30 56.93 NA NA 
QQQ 1 1 30 56.93 NA NA 
QQQ 2 1 26 56.93 NA NA 
QQQ 3 1 32 56.93 NA NA 
QQQ 4 1 30 56.93 NA NA 
QQQ 5 1 24 56.93 NA NA 
QQQ 6 1 28 56.93 NA NA 
QQQ 7 1 22 56.93 NA NA 
QQQ 0 0 42 57.03 NA NA 
QQQ 1 0 38 57.03 NA NA 
QQQ 2 0 40 57.03 NA NA 
QQQ 3 0 35 57.03 NA NA 
QQQ 4 0 36 57.03 NA NA 
QQQ 5 0 32 57.03 NA NA 
QQQ 6 0 38 57.03 NA NA 
QQQ 7 0 42 57.03 NA NA 
QQQ 0 1 30 57.03 NA NA 
QQQ 1 1 30 57.03 NA NA 
QQQ 2 1 27 57.03 NA NA 
QQQ 3 1 33 57.03 NA NA 
QQQ 4 1 30 57.03 NA NA 
QQQ 5 1 24 57.03 NA NA 
QQQ 6 1 29 57.03 NA NA 
QQQ 7 1 22 57.03 NA NA 
QQQ 0 0 41 57.13 NA NA 
QQQ 1 0 38 57.13 NA NA 
QQQ 2 0 41 57.13 NA NA 
QQQ 3 0 35 57.13 NA NA 
QQQ 4 0 36 57.13 NA NA 
QQQ 5 0 33 57.13 NA NA 
QQQ 6 0 38 57.13 NA NA 
QQQ 7 0 42 57.13 NA NA 
QQQ 0 1 30 57.13 NA NA 
QQQ 1 1 30 57.13 NA NA 
QQQ 2 1 27 57.13 NA NA 
QQQ 3 1 32 57.13 NA NA 
QQQ 4 1 31 57.13 NA NA 
QQQ 5 1 25 57.13 NA NA 
QQQ 6 1 28 57.13 NA NA 
QQQ 7 1 21 57.13 NA NA 
QQQ 0 0 41 57.23 NA NA 
QQQ 1 0 38 57.23 NA NA 
QQQ 2 0 41 57.23 NA NA 
QQQ 3 0 35 57.23 NA NA 
QQQ 4 0 35 57.23 NA NA 
QQQ 5 0 32 57.23 NA NA 
QQQ 6 0 38 57.23 NA NA 
QQQ 7 0 42 57.23 NA NA 
QQQ 0 1 30 57.23 NA NA 
QQQ 1 1 30 57.23 NA NA 
QQQ 2 1 26 57.23 NA NA 
QQQ 3 1 32 57.23 NA NA 
QQQ 4 1 31 57.23 NA NA 
QQQ 5 1 24 57.23 NA NA 
QQQ 6 1 28 57.23 NA NA 
QQQ 7 1 21 57.23 NA NA 
QQQ 0 0 42 57.33 NA NA 
QQQ 1 0 38 57.33 NA NA 
QQQ 2 0 41 57.33 NA NA 
QQQ 3 0 36 57.33 NA NA 
QQQ 4 0 35 57.33 NA NA 
QQQ 5 0 31 57.33 NA NA 
QQQ 6 0 38 57.33 NA NA 
QQQ 7 0 43 57.33 NA NA 
QQQ 0 1 30 57.33 NA NA 
QQQ 1 1 30 57.33 NA NA 
QQQ 2 1 28 57.33 NA NA 
QQQ 3 1 33 57.33 NA NA 
QQQ 4 1 31 57.33 NA NA 
QQQ 5 1 24 57.33 NA NA 
